year,month,collisions,date,trend,month_num,month_sin,month_cos,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_mean_3,rolling_mean_6,rolling_mean_12
2020,3,279.0,2020-03-01,182,3,1.0,6.123233995736766e-17,449.0,500.0,465.0,551.0,492.0,471.3333333333333,505.0,489.5
2020,4,139.0,2020-04-01,183,4,0.8660254037844387,-0.4999999999999998,279.0,449.0,500.0,519.0,400.0,409.3333333333333,459.6666666666667,471.75
2020,5,233.0,2020-05-01,184,5,0.49999999999999994,-0.8660254037844387,139.0,279.0,449.0,546.0,476.0,289.0,396.3333333333333,450.0
2020,6,298.0,2020-06-01,185,6,1.2246467991473532e-16,-1.0,233.0,139.0,279.0,465.0,477.0,217.0,344.1666666666667,429.75
2020,7,403.0,2020-07-01,186,7,-0.4999999999999997,-0.8660254037844388,298.0,233.0,139.0,500.0,512.0,223.33333333333334,316.3333333333333,414.8333333333333
2020,8,417.0,2020-08-01,187,8,-0.8660254037844384,-0.5000000000000004,403.0,298.0,233.0,449.0,487.0,311.3333333333333,300.1666666666667,405.75
2020,9,430.0,2020-09-01,188,9,-1.0,-1.8369701987210297e-16,417.0,403.0,298.0,279.0,551.0,372.6666666666667,294.8333333333333,399.9166666666667
2020,10,395.0,2020-10-01,189,10,-0.8660254037844386,0.5000000000000001,430.0,417.0,403.0,139.0,519.0,416.6666666666667,320.0,389.8333333333333
2020,11,394.0,2020-11-01,190,11,-0.5000000000000004,0.8660254037844384,395.0,430.0,417.0,233.0,546.0,414.0,362.6666666666667,379.5
2020,12,492.0,2020-12-01,191,12,-2.4492935982947064e-16,1.0,394.0,395.0,430.0,298.0,465.0,406.3333333333333,389.5,366.8333333333333
2021,1,226.0,2021-01-01,192,1,0.49999999999999994,0.8660254037844387,492.0,394.0,395.0,403.0,500.0,427.0,421.8333333333333,369.0833333333333
2021,2,244.0,2021-02-01,193,2,0.8660254037844386,0.5000000000000001,226.0,492.0,394.0,417.0,449.0,370.6666666666667,392.3333333333333,346.25
2021,3,302.0,2021-03-01,194,3,1.0,6.123233995736766e-17,244.0,226.0,492.0,430.0,279.0,320.6666666666667,363.5,329.1666666666667
2021,4,361.0,2021-04-01,195,4,0.8660254037844387,-0.4999999999999998,302.0,244.0,226.0,395.0,139.0,257.3333333333333,342.1666666666667,331.0833333333333
2021,5,414.0,2021-05-01,196,5,0.49999999999999994,-0.8660254037844387,361.0,302.0,244.0,394.0,233.0,302.3333333333333,336.5,349.5833333333333
2021,6,452.0,2021-06-01,197,6,1.2246467991473532e-16,-1.0,414.0,361.0,302.0,492.0,298.0,359.0,339.8333333333333,364.6666666666667
2021,7,489.0,2021-07-01,198,7,-0.4999999999999997,-0.8660254037844388,452.0,414.0,361.0,226.0,403.0,409.0,333.1666666666667,377.5
2021,8,442.0,2021-08-01,199,8,-0.8660254037844384,-0.5000000000000004,489.0,452.0,414.0,244.0,417.0,451.6666666666667,377.0,384.6666666666667
2021,9,518.0,2021-09-01,200,9,-1.0,-1.8369701987210297e-16,442.0,489.0,452.0,302.0,430.0,461.0,410.0,386.75
2021,10,516.0,2021-10-01,201,10,-0.8660254037844386,0.5000000000000001,518.0,442.0,489.0,361.0,395.0,483.0,446.0,394.0833333333333
2021,11,450.0,2021-11-01,202,11,-0.5000000000000004,0.8660254037844384,516.0,518.0,442.0,414.0,394.0,492.0,471.8333333333333,404.1666666666667
2021,12,499.0,2021-12-01,203,12,-2.4492935982947064e-16,1.0,450.0,516.0,518.0,452.0,492.0,494.6666666666667,477.8333333333333,408.8333333333333
2022,1,400.0,2022-01-01,204,1,0.49999999999999994,0.8660254037844387,499.0,450.0,516.0,489.0,226.0,488.3333333333333,485.6666666666667,409.4166666666667
2022,2,422.0,2022-02-01,205,2,0.8660254037844386,0.5000000000000001,400.0,499.0,450.0,442.0,244.0,449.6666666666667,470.8333333333333,423.9166666666667
2022,3,484.0,2022-03-01,206,3,1.0,6.123233995736766e-17,422.0,400.0,499.0,518.0,302.0,440.3333333333333,467.5,438.75
2022,4,438.0,2022-04-01,207,4,0.8660254037844387,-0.4999999999999998,484.0,422.0,400.0,516.0,361.0,435.3333333333333,461.8333333333333,453.9166666666667
2022,5,503.0,2022-05-01,208,5,0.49999999999999994,-0.8660254037844387,438.0,484.0,422.0,450.0,414.0,448.0,448.8333333333333,460.3333333333333
2022,6,470.0,2022-06-01,209,6,1.2246467991473532e-16,-1.0,503.0,438.0,484.0,499.0,452.0,475.0,457.6666666666667,467.75
2022,7,472.0,2022-07-01,210,7,-0.4999999999999997,-0.8660254037844388,470.0,503.0,438.0,400.0,489.0,470.3333333333333,452.8333333333333,469.25
2022,8,512.0,2022-08-01,211,8,-0.8660254037844384,-0.5000000000000004,472.0,470.0,503.0,422.0,442.0,481.6666666666667,464.8333333333333,467.8333333333333
2022,9,506.0,2022-09-01,212,9,-1.0,-1.8369701987210297e-16,512.0,472.0,470.0,484.0,518.0,484.6666666666667,479.8333333333333,473.6666666666667
2022,10,523.0,2022-10-01,213,10,-0.8660254037844386,0.5000000000000001,506.0,512.0,472.0,438.0,516.0,496.6666666666667,483.5,472.6666666666667
2022,11,553.0,2022-11-01,214,11,-0.5000000000000004,0.8660254037844384,523.0,506.0,512.0,503.0,450.0,513.6666666666666,497.6666666666667,473.25
2022,12,432.0,2022-12-01,215,12,-2.4492935982947064e-16,1.0,553.0,523.0,506.0,470.0,499.0,527.3333333333334,506.0,481.8333333333333
2023,1,435.0,2023-01-01,216,1,0.49999999999999994,0.8660254037844387,432.0,553.0,523.0,472.0,400.0,502.6666666666667,499.6666666666667,476.25
2023,2,384.0,2023-02-01,217,2,0.8660254037844386,0.5000000000000001,435.0,432.0,553.0,512.0,422.0,473.3333333333333,493.5,479.1666666666667
2023,3,454.0,2023-03-01,218,3,1.0,6.123233995736766e-17,384.0,435.0,432.0,506.0,484.0,417.0,472.1666666666667,476.0
2023,4,415.0,2023-04-01,219,4,0.8660254037844387,-0.4999999999999998,454.0,384.0,435.0,523.0,438.0,424.3333333333333,463.5,473.5
2023,5,518.0,2023-05-01,220,5,0.49999999999999994,-0.8660254037844387,415.0,454.0,384.0,553.0,503.0,417.6666666666667,445.5,471.5833333333333
2023,6,478.0,2023-06-01,221,6,1.2246467991473532e-16,-1.0,518.0,415.0,454.0,432.0,470.0,462.3333333333333,439.6666666666667,472.8333333333333
2023,7,472.0,2023-07-01,222,7,-0.4999999999999997,-0.8660254037844388,478.0,518.0,415.0,435.0,472.0,470.3333333333333,447.3333333333333,473.5
2023,8,467.0,2023-08-01,223,8,-0.8660254037844384,-0.5000000000000004,472.0,478.0,518.0,384.0,512.0,489.3333333333333,453.5,473.5
2023,9,479.0,2023-09-01,224,9,-1.0,-1.8369701987210297e-16,467.0,472.0,478.0,454.0,506.0,472.3333333333333,467.3333333333333,469.75
2023,10,482.0,2023-10-01,225,10,-0.8660254037844386,0.5000000000000001,479.0,467.0,472.0,415.0,523.0,472.6666666666667,471.5,467.5
2023,11,479.0,2023-11-01,226,11,-0.5000000000000004,0.8660254037844384,482.0,479.0,467.0,518.0,553.0,476.0,482.6666666666667,464.0833333333333
2023,12,463.0,2023-12-01,227,12,-2.4492935982947064e-16,1.0,479.0,482.0,479.0,478.0,432.0,480.0,476.1666666666667,457.9166666666667
